,mix_enthalpy,config_entropy
Cu-Hg-Mo-Zn,0.3160944,0.0001195
Cu-Hg-Mo-Zr,0.2728933,0.0001195
Cu-Hg-Nb-Ni,0.2664521,0.0001195
Cu-Hg-Nb-Os,0.4557022,0.0001195
Cu-Hg-Nb-Pb,0.3412427,0.0001195
Cu-Hg-Nb-Pd,0.102666,0.0001195
Cu-Hg-Nb-Pt,0.0888423,0.0001195
Cu-Hg-Nb-Re,0.4258825,0.0001195
Cu-Hg-Nb-Rh,0.2041818,0.0001195
Cu-Hg-Nb-Ru,0.3497892,0.0001195
Cu-Hg-Nb-Sb,0.1797689,0.0001195
Cu-Hg-Nb-Sc,0.1394068,0.0001195
Cu-Hg-Nb-Si,0.0406089,0.0001195
Cu-Hg-Nb-Sn,0.2159189,0.0001195
Cu-Hg-Nb-Ta,0.3214399,0.0001195
Cu-Hg-Nb-Te,0.1716664,0.0001195
Cu-Hg-Nb-Ti,0.2070287,0.0001195
Cu-Hg-Nb-V,0.3324264,0.0001195
Cu-Hg-Nb-W,0.4381374,0.0001195
Cu-Hg-Nb-Y,0.1926441,0.0001195
Cu-Hg-Nb-Zn,0.2049782,0.0001195
Cu-Hg-Nb-Zr,0.1882726,0.0001195
Cu-Hg-Ni-Os,0.501273,0.0001195
Cu-Hg-Ni-Pb,0.3004809,0.0001195
Cu-Hg-Ni-Pd,0.1716706,0.0001195
Cu-Hg-Ni-Pt,0.2089088,0.0001195
Cu-Hg-Ni-Re,0.4723262,0.0001195
Cu-Hg-Ni-Rh,0.3086555,0.0001195
Cu-Hg-Ni-Ru,0.4056557,0.0001195
Cu-Hg-Ni-Sb,0.1802484,0.0001195
Cu-Hg-Ni-Sc,0.046184,0.0001195
Cu-Hg-Ni-Si,0.0381572,0.0001195
Cu-Hg-Ni-Sn,0.2406528,0.0001195
Cu-Hg-Ni-Ta,0.2911934,0.0001195
Cu-Hg-Ni-Te,0.1468527,0.0001195
Cu-Hg-Ni-Ti,0.1288812,0.0001195
Cu-Hg-Ni-V,0.282445,0.0001195
Cu-Hg-Ni-W,0.4733367,0.0001195
Cu-Hg-Ni-Y,0.0981932,0.0001195
Cu-Hg-Ni-Zn,0.1617432,0.0001195
Cu-Hg-Ni-Zr,0.1256011,0.0001195
Cu-Hg-Os-Pb,0.592716,0.0001195
Cu-Hg-Os-Pd,0.4021322,0.0001195
Cu-Hg-Os-Pt,0.4404105,0.0001195
Cu-Hg-Os-Re,0.670718,0.0001195
Cu-Hg-Os-Rh,0.5074217,0.0001195
Cu-Hg-Os-Ru,0.6003606,0.0001195
Cu-Hg-Os-Sb,0.4789778,0.0001195
Cu-Hg-Os-Sc,0.2732578,0.0001195
Cu-Hg-Os-Si,0.2901054,0.0001195
Cu-Hg-Os-Sn,0.4981213,0.0001195
Cu-Hg-Os-Ta,0.4724617,0.0001195
Cu-Hg-Os-Te,0.4612361,0.0001195
Cu-Hg-Os-Ti,0.3062206,0.0001195
Cu-Hg-Os-V,0.4473305,0.0001195
Cu-Hg-Os-W,0.6819934,0.0001195
Cu-Hg-Os-Y,0.3629791,0.0001195
Cu-Hg-Os-Zn,0.4248844,0.0001195
Cu-Hg-Os-Zr,0.3347489,0.0001195
Cu-Hg-Pb-Pd,0.1031435,0.0001195
Cu-Hg-Pb-Pt,0.1786476,0.0001195
Cu-Hg-Pb-Re,0.563703,0.0001195
Cu-Hg-Pb-Rh,0.3069473,0.0001195
Cu-Hg-Pb-Ru,0.4446801,0.0001195
Cu-Hg-Pb-Sb,0.1524187,0.0001195
Cu-Hg-Pb-Sc,0.0237386,0.0001195
Cu-Hg-Pb-Si,0.1518725,0.0001195
Cu-Hg-Pb-Sn,0.2018524,0.0001195
Cu-Hg-Pb-Ta,0.4180476,0.0001195
Cu-Hg-Pb-Te,0.0845898,0.0001195
Cu-Hg-Pb-Ti,0.2054732,0.0001195
Cu-Hg-Pb-V,0.4173363,0.0001195
Cu-Hg-Pb-W,0.5857678,0.0001195
Cu-Hg-Pb-Y,0.0093339,0.0001195
Cu-Hg-Pb-Zn,0.2103361,0.0001195
Cu-Hg-Pb-Zr,0.1296245,0.0001195
Cu-Hg-Pd-Pt,0.0813837,0.0001195
Cu-Hg-Pd-Re,0.3713213,0.0001195
Cu-Hg-Pd-Rh,0.1849419,0.0001195
Cu-Hg-Pd-Ru,0.2930047,0.0001195
Cu-Hg-Pd-Sb,-0.0213707,0.0001195
Cu-Hg-Pd-Sc,-0.1861602,0.0001195
Cu-Hg-Pd-Si,-0.0770948,0.0001195
Cu-Hg-Pd-Sn,0.0061266,0.0001195
Cu-Hg-Pd-Ta,0.130921,0.0001195
Cu-Hg-Pd-Te,-0.0238494,0.0001195
Cu-Hg-Pd-Ti,-0.0474596,0.0001195
Cu-Hg-Pd-V,0.1515266,0.0001195
Cu-Hg-Pd-W,0.349022,0.0001195
Cu-Hg-Pd-Y,-0.156999,0.0001195
Cu-Hg-Pd-Zn,-0.030185,0.0001195
Cu-Hg-Pd-Zr,-0.0842115,0.0001195
Cu-Hg-Pt-Re,0.3910468,0.0001195
Cu-Hg-Pt-Rh,0.228046,0.0001195
Cu-Hg-Pt-Ru,0.3378076,0.0001195
Cu-Hg-Pt-Sb,0.0590181,0.0001195
Cu-Hg-Pt-Sc,-0.2036211,0.0001195
Cu-Hg-Pt-Si,-0.0561231,0.0001195
Cu-Hg-Pt-Sn,0.094848,0.0001195
Cu-Hg-Pt-Ta,0.1145005,0.0001195
Cu-Hg-Pt-Te,0.0394051,0.0001195
Cu-Hg-Pt-Ti,-0.0682149,0.0001195
Cu-Hg-Pt-V,0.1363411,0.0001195
Cu-Hg-Pt-W,0.3469137,0.0001195
Cu-Hg-Pt-Y,-0.1675333,0.0001195
Cu-Hg-Pt-Zn,0.025394,0.0001195
Cu-Hg-Pt-Zr,-0.0998965,0.0001195
Cu-Hg-Re-Rh,0.4521573,0.0001195
Cu-Hg-Re-Ru,0.5702629,0.0001195
Cu-Hg-Re-Sb,0.4317987,0.0001195
Cu-Hg-Re-Sc,0.2767992,0.0001195
Cu-Hg-Re-Si,0.2849321,0.0001195
Cu-Hg-Re-Sn,0.4772231,0.0001195
Cu-Hg-Re-Ta,0.4433172,0.0001195
Cu-Hg-Re-Te,0.444315,0.0001195
Cu-Hg-Re-Ti,0.2942686,0.0001195
Cu-Hg-Re-V,0.4231404,0.0001195
Cu-Hg-Re-W,0.6437004,0.0001195
Cu-Hg-Re-Y,0.3724656,0.0001195
Cu-Hg-Re-Zn,0.4141922,0.0001195
Cu-Hg-Re-Zr,0.3286568,0.0001195
Cu-Hg-Rh-Ru,0.4070726,0.0001195
Cu-Hg-Rh-Sb,0.1256403,0.0001195
Cu-Hg-Rh-Sc,-0.0535648,0.0001195
Cu-Hg-Rh-Si,-0.0192382,0.0001195
Cu-Hg-Rh-Sn,0.1660582,0.0001195
Cu-Hg-Rh-Ta,0.2228214,0.0001195
Cu-Hg-Rh-Te,0.1326338,0.0001195
Cu-Hg-Rh-Ti,0.0598013,0.0001195
Cu-Hg-Rh-V,0.2441318,0.0001195
Cu-Hg-Rh-W,0.4383223,0.0001195
Cu-Hg-Rh-Y,-0.0016471,0.0001195
Cu-Hg-Rh-Zn,0.1443505,0.0001195
Cu-Hg-Rh-Zr,0.0397618,0.0001195
Cu-Hg-Ru-Sb,0.3139828,0.0001195
Cu-Hg-Ru-Sc,0.152702,0.0001195
Cu-Hg-Ru-Si,0.1441482,0.0001195
Cu-Hg-Ru-Sn,0.3751073,0.0001195
Cu-Hg-Ru-Ta,0.3668226,0.0001195
Cu-Hg-Ru-Te,0.2815576,0.0001195
Cu-Hg-Ru-Ti,0.2039743,0.0001195
Cu-Hg-Ru-V,0.3554924,0.0001195
Cu-Hg-Ru-W,0.5766523,0.0001195
Cu-Hg-Ru-Y,0.2310078,0.0001195
Cu-Hg-Ru-Zn,0.2939944,0.0001195
Cu-Hg-Ru-Zr,0.2176526,0.0001195
Cu-Hg-Sb-Sc,-0.1528167,0.0001195
Cu-Hg-Sb-Si,0.0879232,0.0001195
Cu-Hg-Sb-Sn,0.1181765,0.0001195
Cu-Hg-Sb-Ta,0.2578416,0.0001195
Cu-Hg-Sb-Te,0.0603024,0.0001195
Cu-Hg-Sb-Ti,0.0258256,0.0001195
Cu-Hg-Sb-V,0.2518722,0.0001195
Cu-Hg-Sb-W,0.4345261,0.0001195
Cu-Hg-Sb-Y,-0.1701097,0.0001195
Cu-Hg-Sb-Zn,0.1094533,0.0001195
Cu-Hg-Sb-Zr,-0.0505568,0.0001195
Cu-Hg-Sc-Si,-0.1771455,0.0001195
Cu-Hg-Sc-Sn,-0.0675518,0.0001195
Cu-Hg-Sc-Ta,0.1900873,0.0001195
Cu-Hg-Sc-Te,-0.2145455,0.0001195
Cu-Hg-Sc-Ti,0.0585386,0.0001195
Cu-Hg-Sc-V,0.1989984,0.0001195
Cu-Hg-Sc-W,0.3261292,0.0001195
Cu-Hg-Sc-Y,-0.0313798,0.0001195
Cu-Hg-Sc-Zn,-0.0179787,0.0001195
Cu-Hg-Sc-Zr,0.0106293,0.0001195
Cu-Hg-Si-Sn,0.1311819,0.0001195
Cu-Hg-Si-Ta,0.0967575,0.0001195
Cu-Hg-Si-Te,0.0143458,0.0001195
Cu-Hg-Si-Ti,-0.0906882,0.0001195
Cu-Hg-Si-V,0.0620664,0.0001195
Cu-Hg-Si-W,0.2957181,0.0001195
Cu-Hg-Si-Y,-0.1586403,0.0001195
Cu-Hg-Si-Zn,0.0991262,0.0001195
Cu-Hg-Si-Zr,-0.1137671,0.0001195
Cu-Hg-Sn-Ta,0.2874918,0.0001195
Cu-Hg-Sn-Te,0.0722563,0.0001195
Cu-Hg-Sn-Ti,0.0895464,0.0001195
Cu-Hg-Sn-V,0.2922091,0.0001195
Cu-Hg-Sn-W,0.5330214,0.0001195
Cu-Hg-Sn-Y,-0.0724837,0.0001195
Cu-Hg-Sn-Zn,0.162106,0.0001195
Cu-Hg-Sn-Zr,0.0200306,0.0001195
Cu-Hg-Ta-Te,0.2411865,0.0001195
Cu-Hg-Ta-Ti,0.2480821,0.0001195
Cu-Hg-Ta-V,0.363307,0.0001195
Cu-Hg-Ta-W,0.4639994,0.0001195
Cu-Hg-Ta-Y,0.248373,0.0001195
Cu-Hg-Ta-Zn,0.2535919,0.0001195
Cu-Hg-Ta-Zr,0.2333839,0.0001195
Cu-Hg-Te-Ti,0.0076999,0.0001195
Cu-Hg-Te-V,0.1936797,0.0001195
Cu-Hg-Te-W,0.443995,0.0001195
Cu-Hg-Te-Y,-0.2506228,0.0001195
Cu-Hg-Te-Zn,0.028012,0.0001195
Cu-Hg-Te-Zr,-0.0650998,0.0001195
Cu-Hg-Ti-V,0.2419792,0.0001195
Cu-Hg-Ti-W,0.3543307,0.0001195
Cu-Hg-Ti-Y,0.1004532,0.0001195
Cu-Hg-Ti-Zn,0.0906651,0.0001195
Cu-Hg-Ti-Zr,0.1077671,0.0001195
Cu-Hg-V-W,0.4612482,0.0001195
Cu-Hg-V-Y,0.2569319,0.0001195
Cu-Hg-V-Zn,0.2427102,0.0001195
Cu-Hg-V-Zr,0.247868,0.0001195
Cu-Hg-W-Y,0.4103824,0.0001195
Cu-Hg-W-Zn,0.4267379,0.0001195
Cu-Hg-W-Zr,0.3702146,0.0001195
Cu-Hg-Y-Zn,0.0044595,0.0001195
Cu-Hg-Y-Zr,0.0453061,0.0001195
Cu-Hg-Zn-Zr,0.0561289,0.0001195
Cu-In-Ir-Mg,0.1120622,0.0001195
Cu-In-Ir-Mn,0.2617504,0.0001195
Cu-In-Ir-Mo,0.272351,0.0001195
Cu-In-Ir-Nb,0.1246972,0.0001195
Cu-In-Ir-Ni,0.2167578,0.0001195
Cu-In-Ir-Os,0.4353698,0.0001195
Cu-In-Ir-Pb,0.3185474,0.0001195
Cu-In-Ir-Pd,0.0996514,0.0001195
Cu-In-Ir-Pt,0.1214937,0.0001195
Cu-In-Ir-Re,0.3399686,0.0001195
Cu-In-Ir-Rh,0.1914679,0.0001195
Cu-In-Ir-Ru,0.3300472,0.0001195
Cu-In-Ir-Sb,0.1731912,0.0001195
Cu-In-Ir-Sc,-0.0787275,0.0001195
Cu-In-Ir-Si,0.0144989,0.0001195
Cu-In-Ir-Sn,0.2398281,0.0001195
Cu-In-Ir-Ta,0.1448372,0.0001195
Cu-In-Ir-Te,0.1124086,0.0001195
Cu-In-Ir-Ti,0.0005747,0.0001195
Cu-In-Ir-V,0.1716714,0.0001195
Cu-In-Ir-W,0.3550905,0.0001195
Cu-In-Ir-Y,-0.0201995,0.0001195
Cu-In-Ir-Zn,0.1537587,0.0001195
Cu-In-Ir-Zr,-0.016377,0.0001195
Cu-In-Mg-Mn,0.2237652,0.0001195
Cu-In-Mg-Mo,0.2630314,0.0001195
Cu-In-Mg-Nb,0.1676375,0.0001195
Cu-In-Mg-Ni,0.0876858,0.0001195
Cu-In-Mg-Os,0.3323754,0.0001195
Cu-In-Mg-Pb,0.1258768,0.0001195
Cu-In-Mg-Pd,-0.1811015,0.0001195
Cu-In-Mg-Pt,-0.1826418,0.0001195
Cu-In-Mg-Re,0.3061922,0.0001195
Cu-In-Mg-Rh,-0.0123076,0.0001195
Cu-In-Mg-Ru,0.2155477,0.0001195
Cu-In-Mg-Sb,-0.0074529,0.0001195
Cu-In-Mg-Sc,-0.0304822,0.0001195
Cu-In-Mg-Si,-0.0033075,0.0001195
Cu-In-Mg-Sn,0.0634402,0.0001195
Cu-In-Mg-Ta,0.2248039,0.0001195
Cu-In-Mg-Te,-0.2295453,0.0001195
Cu-In-Mg-Ti,0.0811908,0.0001195
Cu-In-Mg-V,0.2337675,0.0001195
Cu-In-Mg-W,0.3713842,0.0001195
Cu-In-Mg-Y,-0.0253759,0.0001195
Cu-In-Mg-Zn,0.0553073,0.0001195
Cu-In-Mg-Zr,0.0296456,0.0001195
Cu-In-Mn-Mo,0.340443,0.0001195
Cu-In-Mn-Nb,0.2425552,0.0001195
Cu-In-Mn-Ni,0.2066576,0.0001195
Cu-In-Mn-Os,0.4276262,0.0001195
Cu-In-Mn-Pb,0.3699493,0.0001195
Cu-In-Mn-Pd,0.05363,0.0001195
Cu-In-Mn-Pt,0.0465321,0.0001195
Cu-In-Mn-Re,0.381206,0.0001195
Cu-In-Mn-Rh,0.1778256,0.0001195
Cu-In-Mn-Ru,0.3411118,0.0001195
Cu-In-Mn-Sb,0.2079384,0.0001195
Cu-In-Mn-Sc,0.1328035,0.0001195
Cu-In-Mn-Si,0.0353919,0.0001195
Cu-In-Mn-Sn,0.2580459,0.0001195
Cu-In-Mn-Ta,0.2684939,0.0001195
Cu-In-Mn-Te,0.1030922,0.0001195
Cu-In-Mn-Ti,0.1394684,0.0001195
Cu-In-Mn-V,0.2295521,0.0001195
Cu-In-Mn-W,0.419141,0.0001195
Cu-In-Mn-Y,0.1861711,0.0001195
Cu-In-Mn-Zn,0.1944396,0.0001195
Cu-In-Mn-Zr,0.1695125,0.0001195
Cu-In-Mo-Nb,0.2456256,0.0001195
Cu-In-Mo-Ni,0.2669893,0.0001195
Cu-In-Mo-Os,0.4859703,0.0001195
Cu-In-Mo-Pb,0.4078342,0.0001195
Cu-In-Mo-Pd,0.120573,0.0001195
Cu-In-Mo-Pt,0.0901933,0.0001195
Cu-In-Mo-Re,0.4266447,0.0001195
Cu-In-Mo-Rh,0.1954749,0.0001195
Cu-In-Mo-Ru,0.3884287,0.0001195
Cu-In-Mo-Sb,0.2412341,0.0001195
Cu-In-Mo-Sc,0.1543628,0.0001195
Cu-In-Mo-Si,0.0938894,0.0001195
Cu-In-Mo-Sn,0.3297632,0.0001195
Cu-In-Mo-Ta,0.2724536,0.0001195
Cu-In-Mo-Te,0.1845378,0.0001195
Cu-In-Mo-Ti,0.1757463,0.0001195
Cu-In-Mo-V,0.2806376,0.0001195
Cu-In-Mo-W,0.4299602,0.0001195
Cu-In-Mo-Y,0.225175,0.0001195
Cu-In-Mo-Zn,0.2483749,0.0001195
Cu-In-Mo-Zr,0.1806127,0.0001195
Cu-In-Nb-Ni,0.144257,0.0001195
Cu-In-Nb-Os,0.3403846,0.0001195
Cu-In-Nb-Pb,0.2812808,0.0001195
Cu-In-Nb-Pd,-0.0337965,0.0001195
Cu-In-Nb-Pt,-0.0764324,0.0001195
Cu-In-Nb-Re,0.2849899,0.0001195
Cu-In-Nb-Rh,0.0425847,0.0001195
Cu-In-Nb-Ru,0.2387844,0.0001195
Cu-In-Nb-Sb,0.1066605,0.0001195
Cu-In-Nb-Sc,0.0684994,0.0001195
Cu-In-Nb-Si,-0.0365328,0.0001195
Cu-In-Nb-Sn,0.1466069,0.0001195
Cu-In-Nb-Ta,0.2155328,0.0001195
Cu-In-Nb-Te,0.0499884,0.0001195
Cu-In-Nb-Ti,0.1198725,0.0001195
Cu-In-Nb-V,0.2356886,0.0001195
Cu-In-Nb-W,0.3308076,0.0001195
Cu-In-Nb-Y,0.1203894,0.0001195
Cu-In-Nb-Zn,0.1365418,0.0001195
Cu-In-Nb-Zr,0.0952751,0.0001195
Cu-In-Ni-Os,0.3723165,0.0001195
Cu-In-Ni-Pb,0.2268802,0.0001195
Cu-In-Ni-Pd,0.0215692,0.0001195
Cu-In-Ni-Pt,0.0299952,0.0001195
Cu-In-Ni-Re,0.3177947,0.0001195
Cu-In-Ni-Rh,0.1334194,0.0001195
Cu-In-Ni-Ru,0.281012,0.0001195
Cu-In-Ni-Sb,0.0935011,0.0001195
Cu-In-Ni-Sc,-0.0383623,0.0001195
Cu-In-Ni-Si,-0.0526233,0.0001195
Cu-In-Ni-Sn,0.1577019,0.0001195
Cu-In-Ni-Ta,0.1716475,0.0001195
Cu-In-Ni-Te,0.0115359,0.0001195
Cu-In-Ni-Ti,0.028086,0.0001195
Cu-In-Ni-V,0.1720682,0.0001195
Cu-In-Ni-W,0.352368,0.0001195
Cu-In-Ni-Y,0.0122996,0.0001195
Cu-In-Ni-Zn,0.0796679,0.0001195
Cu-In-Ni-Zr,0.0189648,0.0001195
Cu-In-Os-Pb,0.5259927,0.0001195
Cu-In-Os-Pd,0.2589084,0.0001195
Cu-In-Os-Pt,0.2683745,0.0001195
Cu-In-Os-Re,0.5230641,0.0001195
Cu-In-Os-Rh,0.3390632,0.0001195
Cu-In-Os-Ru,0.4825944,0.0001195
Cu-In-Os-Sb,0.399108,0.0001195
Cu-In-Os-Sc,0.195589,0.0001195
Cu-In-Os-Si,0.2062023,0.0001195
Cu-In-Os-Sn,0.422048,0.0001195
Cu-In-Os-Ta,0.3597933,0.0001195
Cu-In-Os-Te,0.3327968,0.0001195
Cu-In-Os-Ti,0.212303,0.0001195
Cu-In-Os-V,0.3438312,0.0001195
Cu-In-Os-W,0.5679022,0.0001195
Cu-In-Os-Y,0.2839631,0.0001195
Cu-In-Os-Zn,0.3496866,0.0001195
Cu-In-Os-Zr,0.2349901,0.0001195
Cu-In-Pb-Pd,0.0152754,0.0001195
Cu-In-Pb-Pt,0.0619673,0.0001195
Cu-In-Pb-Re,0.4714049,0.0001195
Cu-In-Pb-Rh,0.1939445,0.0001195
Cu-In-Pb-Ru,0.3822696,0.0001195
Cu-In-Pb-Sb,0.1279047,0.0001195
Cu-In-Pb-Sc,0.0014256,0.0001195
Cu-In-Pb-Si,0.1233252,0.0001195
Cu-In-Pb-Sn,0.1811348,0.0001195
Cu-In-Pb-Ta,0.3607349,0.0001195
Cu-In-Pb-Te,0.0115062,0.0001195
Cu-In-Pb-Ti,0.1669113,0.0001195
Cu-In-Pb-V,0.3691928,0.0001195
Cu-In-Pb-W,0.5270324,0.0001195
Cu-In-Pb-Y,-0.0143264,0.0001195
Cu-In-Pb-Zn,0.1904941,0.0001195
Cu-In-Pb-Zr,0.0852214,0.0001195
Cu-In-Pd-Pt,-0.1117972,0.0001195
Cu-In-Pd-Re,0.2025226,0.0001195
Cu-In-Pd-Rh,-0.0045615,0.0001195
Cu-In-Pd-Ru,0.1540937,0.0001195
Cu-In-Pd-Sb,-0.1223853,0.0001195
Cu-In-Pd-Sc,-0.2849739,0.0001195
Cu-In-Pd-Si,-0.1821427,0.0001195
Cu-In-Pd-Sn,-0.0910916,0.0001195
Cu-In-Pd-Ta,-0.0028923,0.0001195
Cu-In-Pd-Te,-0.1734336,0.0001195
Cu-In-Pd-Ti,-0.162522,0.0001195
Cu-In-Pd-V,0.0268824,0.0001195
Cu-In-Pd-W,0.213786,0.0001195
Cu-In-Pd-Y,-0.2571599,0.0001195
Cu-In-Pd-Zn,-0.1265276,0.0001195
Cu-In-Pd-Zr,-0.2051152,0.0001195
Cu-In-Pt-Re,0.1934358,0.0001195
Cu-In-Pt-Rh,0.0097304,0.0001195
Cu-In-Pt-Ru,0.1700843,0.0001195
Cu-In-Pt-Sb,-0.0708087,0.0001195
Cu-In-Pt-Sc,-0.3312469,0.0001195
Cu-In-Pt-Si,-0.1899832,0.0001195
Cu-In-Pt-Sn,-0.0311824,0.0001195
Cu-In-Pt-Ta,-0.048125,0.0001195
Cu-In-Pt-Te,-0.1389913,0.0001195
Cu-In-Pt-Ti,-0.2120896,0.0001195
Cu-In-Pt-V,-0.0171152,0.0001195
Cu-In-Pt-W,0.1828655,0.0001195
Cu-In-Pt-Y,-0.2965064,0.0001195
Cu-In-Pt-Zn,-0.0997608,0.0001195
Cu-In-Pt-Zr,-0.2496124,0.0001195
Cu-In-Re-Rh,0.2582239,0.0001195
Cu-In-Re-Ru,0.4269218,0.0001195
Cu-In-Re-Sb,0.3263541,0.0001195
Cu-In-Re-Sc,0.1735556,0.0001195
Cu-In-Re-Si,0.1754542,0.0001195
Cu-In-Re-Sn,0.3755748,0.0001195
Cu-In-Re-Ta,0.3050739,0.0001195
Cu-In-Re-Te,0.2903007,0.0001195
Cu-In-Re-Ti,0.1747761,0.0001195
Cu-In-Re-V,0.2940662,0.0001195
Cu-In-Re-W,0.5040343,0.0001195
Cu-In-Re-Y,0.2678746,0.0001195
Cu-In-Re-Zn,0.3134195,0.0001195
Cu-In-Re-Zr,0.2033231,0.0001195
Cu-In-Rh-Ru,0.2430269,0.0001195
Cu-In-Rh-Sb,-0.000509,0.0001195
Cu-In-Rh-Sc,-0.1775131,0.0001195
Cu-In-Rh-Si,-0.1494207,0.0001195
Cu-In-Rh-Sn,0.0437054,0.0001195
Cu-In-Rh-Ta,0.0638735,0.0001195
Cu-In-Rh-Te,-0.042085,0.0001195
Cu-In-Rh-Ti,-0.0803958,0.0001195
Cu-In-Rh-V,0.0943531,0.0001195
Cu-In-Rh-W,0.2779516,0.0001195
Cu-In-Rh-Y,-0.1269426,0.0001195
Cu-In-Rh-Zn,0.0228732,0.0001195
Cu-In-Rh-Zr,-0.1062766,0.0001195
Cu-In-Ru-Sb,0.2384258,0.0001195
Cu-In-Ru-Sc,0.079346,0.0001195
Cu-In-Ru-Si,0.064558,0.0001195
Cu-In-Ru-Sn,0.3033468,0.0001195
Cu-In-Ru-Ta,0.258467,0.0001195
Cu-In-Ru-Te,0.1574311,0.0001195
Cu-In-Ru-Ti,0.1143695,0.0001195
Cu-In-Ru-V,0.256306,0.0001195
Cu-In-Ru-W,0.466874,0.0001195
Cu-In-Ru-Y,0.1563046,0.0001195
Cu-In-Ru-Zn,0.2231094,0.0001195
Cu-In-Ru-Zr,0.1222066,0.0001195
Cu-In-Sb-Sc,-0.1882763,0.0001195
Cu-In-Sb-Si,0.0462294,0.0001195
Cu-In-Sb-Sn,0.0843124,0.0001195
Cu-In-Sb-Ta,0.1873824,0.0001195
Cu-In-Sb-Te,-0.0259277,0.0001195
Cu-In-Sb-Ti,-0.0258828,0.0001195
Cu-In-Sb-V,0.1905822,0.0001195
Cu-In-Sb-W,0.3626441,0.0001195
Cu-In-Sb-Y,-0.2069165,0.0001195
Cu-In-Sb-Zn,0.0764648,0.0001195
Cu-In-Sb-Zr,-0.1081064,0.0001195
Cu-In-Sc-Si,-0.2166383,0.0001195
Cu-In-Sc-Sn,-0.0992149,0.0001195
Cu-In-Sc-Ta,0.1218291,0.0001195
Cu-In-Sc-Te,-0.2985746,0.0001195
Cu-In-Sc-Ti,0.0090312,0.0001195
Cu-In-Sc-V,0.1399093,0.0001195
Cu-In-Sc-W,0.2564482,0.0001195
Cu-In-Sc-Y,-0.0659856,0.0001195
Cu-In-Sc-Zn,-0.0487663,0.0001195
Cu-In-Sc-Zr,-0.0447193,0.0001195
Cu-In-Si-Sn,0.0932845,0.0001195
Cu-In-Si-Ta,0.0222651,0.0001195
Cu-In-Si-Te,-0.0759175,0.0001195
Cu-In-Si-Ti,-0.1464298,0.0001195
Cu-In-Si-V,-0.0032569,0.0001195
Cu-In-Si-W,0.2198029,0.0001195
Cu-In-Si-Y,-0.1994803,0.0001195
Cu-In-Si-Zn,0.0621044,0.0001195
Cu-In-Si-Zr,-0.17535,0.0001195
Cu-In-Sn-Ta,0.220829,0.0001195
Cu-In-Sn-Te,-0.0101774,0.0001195
Cu-In-Sn-Ti,0.0416344,0.0001195
Cu-In-Sn-V,0.2347155,0.0001195
Cu-In-Sn-W,0.4649358,0.0001195
Cu-In-Sn-Y,-0.1054941,0.0001195
Cu-In-Sn-Zn,0.1329139,0.0001195
Cu-In-Sn-Zr,-0.0337226,0.0001195
Cu-In-Ta-Te,0.1221578,0.0001195
Cu-In-Ta-Ti,0.1635751,0.0001195
Cu-In-Ta-V,0.2692183,0.0001195
Cu-In-Ta-W,0.3593188,0.0001195
Cu-In-Ta-Y,0.1787676,0.0001195
Cu-In-Ta-Zn,0.1878047,0.0001195
Cu-In-Ta-Zr,0.1430357,0.0001195
Cu-In-Te-Ti,-0.0925781,0.0001195
Cu-In-Te-V,0.0838202,0.0001195
Cu-In-Te-W,0.3235435,0.0001195
Cu-In-Te-Y,-0.3359991,0.0001195
Cu-In-Te-Zn,-0.0535461,0.0001195
Cu-In-Te-Zr,-0.1712189,0.0001195
Cu-In-Ti-V,0.1666413,0.0001195
Cu-In-Ti-W,0.2684009,0.0001195
Cu-In-Ti-Y,0.0495986,0.0001195
Cu-In-Ti-Zn,0.0436287,0.0001195
Cu-In-Ti-Zr,0.0361696,0.0001195
Cu-In-V-W,0.3657368,0.0001195
Cu-In-V-Y,0.1964956,0.0001195
Cu-In-V-Zn,0.1860921,0.0001195
Cu-In-V-Zr,0.1666889,0.0001195
Cu-In-W-Y,0.3393542,0.0001195
Cu-In-W-Zn,0.3595279,0.0001195
Cu-In-W-Zr,0.2784436,0.0001195
Cu-In-Y-Zn,-0.0276754,0.0001195
Cu-In-Y-Zr,-0.0113898,0.0001195
Cu-In-Zn-Zr,0.0032513,0.0001195
Cu-Ir-Mg-Mn,0.1467795,0.0001195
Cu-Ir-Mg-Mo,0.1430725,0.0001195
Cu-Ir-Mg-Nb,0.0498954,0.0001195
Cu-Ir-Mg-Ni,0.0809678,0.0001195
Cu-Ir-Mg-Os,0.2430368,0.0001195
Cu-Ir-Mg-Pb,0.1974154,0.0001195
Cu-Ir-Mg-Pd,-0.0548892,0.0001195
Cu-Ir-Mg-Pt,-0.0761743,0.0001195
Cu-Ir-Mg-Re,0.1730768,0.0001195
Cu-Ir-Mg-Rh,0.0478449,0.0001195
Cu-Ir-Mg-Ru,0.1627933,0.0001195
Cu-Ir-Mg-Sb,0.0138924,0.0001195
Cu-Ir-Mg-Sc,-0.1241542,0.0001195
Cu-Ir-Mg-Si,-0.131639,0.0001195
Cu-Ir-Mg-Sn,0.102076,0.0001195
Cu-Ir-Mg-Ta,0.0573163,0.0001195
Cu-Ir-Mg-Te,-0.1547784,0.0001195
Cu-Ir-Mg-Ti,-0.0650333,0.0001195
Cu-Ir-Mg-V,0.0807598,0.0001195
Cu-Ir-Mg-W,0.2041882,0.0001195
Cu-Ir-Mg-Y,-0.0589844,0.0001195
